user_id,mal_id,rating
173,4181,6
173,57555,9
174,15335,7
174,28851,10
174,48583,10
174,32935,9
174,263,8
175,58514,7
175,11061,10
175,1,8
175,47917,8
175,39486,7
175,60022,5
176,820,10
176,60022,7
176,58514,10
176,60098,10
176,15417,5
177,41467,8
177,40682,6
177,58514,8
177,40028,7
177,19,9
178,61517,8
178,32281,7
178,38524,7
178,59571,9
178,40028,8
178,37510,8
179,35247,8
179,28851,5
179,60098,8
179,1,7
179,2904,7
180,28851,7
180,9253,8
180,9969,9
180,57555,8
180,59571,6
181,2921,8
181,37491,7
181,52991,9
181,54492,9
181,1,5
182,2904,6
182,39486,10
182,40682,10
182,37987,9
182,35180,8
183,37521,8
183,11061,8
183,9253,9
183,32281,9
183,2904,10
184,28977,10
184,35180,10
184,15335,8
184,60489,7
184,263,9
185,11061,9
185,60489,10
185,40682,7
185,60022,10
185,4181,8
185,39486,9
186,37510,10
186,5114,8
186,61517,10
186,15335,6
186,11061,8
186,54492,9
187,43608,9
187,34096,10
187,37491,6
187,4181,8
187,51535,7
188,60022,7
188,37521,9
188,59571,8
188,32281,9
188,42938,8
189,32281,8
189,15335,6
189,37491,8
189,60098,10
189,37987,10
190,37521,7
190,60098,7
190,37987,7
190,58514,9
190,60022,8
191,49387,9
191,28851,9
191,5114,5
191,19,9
191,37987,7
192,263,7
192,60489,7
192,40028,7
192,49387,8
192,199,7
193,40682,8
193,53447,8
193,60022,7
193,60489,10
193,60098,6
194,52991,10
194,42938,9
194,9969,8
194,199,8
194,17074,6
195,1,9
195,32281,9
195,35180,8
195,52991,9
195,9969,8
195,51535,8
196,60022,8
196,51535,8
196,918,9
196,37521,7
196,820,9
197,19,8
197,2904,7
197,37491,10
197,263,10
197,43608,8
197,15335,8
198,263,8
198,37510,6
198,43608,9
198,11061,7
198,57555,2
198,51535,7
199,31758,10
199,1,7
199,17074,10
199,820,9
199,48583,9
200,32935,10
200,4181,10
200,48583,7
200,28851,9
200,918,8
200,60489,8
